Id	Ref_Name	Language_Type	Part2B	Part2T	Part1	Scope			Comment
nqo	N'Ko	L	nqo	nqo		I			
nqq	Kyan-Karyaw Naga	L				I			
nqt	Nteng	L				I			
nqy	Akyaung Ari Naga	L				I			
nra	Ngom	L				I			
nrb	Nara	L				I			
nrc	Noric	A				I			
nre	Southern Rengma Naga	L				I			
nrf	Jèrriais	L				I			
nrg	Narango	L				I			
nri	Chokri Naga	L				I			
nrk	Ngarla	L				I			
nrl	Ngarluma	L				I			
nrm	Narom	L				I			
nrn	Norn	E				I			
nrp	North Picene	A				I			
nrr	Norra	E				I			
nrt	Northern Kalapuya	E				I			
nru	Narua	L				I			
nrx	Ngurmbur	E				I			
nrz	Lala	L				I			
nsa	Sangtam Naga	L				I			
nsb	Lower Nossob	E				I			
nsc	Nshi	L				I			
nsd	Southern Nisu	L				I			
nse	Nsenga	L				I			
nsf	Northwestern Nisu	L				I			
nsg	Ngasa	L				I			
nsh	Ngoshie	L				I			
nsi	Nigerian Sign Language	L				I			
nsk	Naskapi	L				I			
nsl	Norwegian Sign Language	L				I			
nsm	Sumi Naga	L				I			
nsn	Nehan	L				I			
nso	Pedi	L	nso	nso		I			
nsp	Nepalese Sign Language	L				I			
nsq	Northern Sierra Miwok	L				I			
nsr	Maritime Sign Language	L				I			
nss	Nali	L				I			
nst	Tase Naga	L				I			
nsu	Sierra Negra Nahuatl	L				I			
nsv	Southwestern Nisu	L				I			
nsw	Navut	L				I			
nsx	Nsongo	L				I			
nsy	Nasal	L				I			
nsz	Nisenan	L				I			
ntd	Northern Tidung	L				I			
nte	Nathembo	L				I			
ntg	Ngantangarra	E				I			
nti	Natioro	L				I			
ntj	Ngaanyatjarra	L				I			
ntk	Ikoma-Nata-Isenye	L				I			
ntm	Nateni	L				I			
nto	Ntomba	L				I			
ntp	Northern Tepehuan	L				I			
ntr	Delo	L				I			
ntu	Natügu	L				I			
ntw	Nottoway	E				I			
ntx	Tangkhul Naga (Myanmar)	L				I			
nty	Mantsi	L				I			
ntz	Natanzi	L				I			
nua	Yuanga	L				I			
nuc	Nukuini	E				I			
nud	Ngala	L				I			
nue	Ngundu	L				I			
nuf	Nusu	L				I			
nug	Nungali	E				I			
nuh	Ndunda	L				I			
nui	Ngumbi	L				I			
nuj	Nyole	L				I			
nuk	Nuu-chah-nulth	L				I			
nul	Nusa Laut	E				I			
num	Niuafo'ou	L				I			
nun	Anong	L				I			
nuo	Nguôn	L				I			
nup	Nupe-Nupe-Tako	L				I			
nuq	Nukumanu	L				I			
nur	Nukuria	L				I			
nus	Nuer	L				I			
nut	Nung (Viet Nam)	L				I			
nuu	Ngbundu	L				I			
nuv	Northern Nuni	L				I			
nuw	Nguluwan	L				I			
nux	Mehek	L				I			
nuy	Nunggubuyu	L				I			
nuz	Tlamacazapa Nahuatl	L				I			
nvh	Nasarian	L				I			
nvm	Namiae	L				I			
nvo	Nyokon	L				I			
nwa	Nawathinehena	E				I			
nwb	Nyabwa	L				I			
nwc	Classical Newari	H	nwc	nwc		I			
nwe	Ngwe	L				I			
nwg	Ngayawung	E				I			
nwi	Southwest Tanna	L				I			
nwm	Nyamusa-Molo	L				I			
nwo	Nauo	E				I			
nwr	Nawaru	L				I			
nww	Ndwewe	L				I			
nwx	Middle Newar	H				I			
nwy	Nottoway-Meherrin	E				I			
nxa	Nauete	L				I			
nxd	Ngando (Democratic Republic of Congo)	L				I			
nxe	Nage	L				I			
nxg	Ngad'a	L				I			
nxi	Nindi	L				I			
nxk	Koki Naga	L				I			
nxl	South Nuaulu	L				I			
nxm	Numidian	A				I			
nxn	Ngawun	E				I			
nxo	Ndambomo	L				I			
nxq	Naxi	L				I			
nxr	Ninggerum	L				I			
nxx	Nafri	L				I			
nya	Nyanja	L	nya	nya	ny	I			
nyb	Nyangbo	L				I			
nyc	Nyanga-li	L				I			
nyd	Nyore	L				I			
nye	Nyengo	L				I			
nyf	Giryama	L				I			
nyg	Nyindu	L				I			
nyh	Nyikina	L				I			
nyi	Ama (Sudan)	L				I			
nyj	Nyanga	L				I			
nyk	Nyaneka	L				I			
nyl	Nyeu	L				I			
nym	Nyamwezi	L	nym	nym		I			
nyn	Nyankole	L	nyn	nyn		I			
nyo	Nyoro	L	nyo	nyo		I			
nyp	Nyang'i	E				I			
nyq	Nayini	L				I			
nyr	Nyiha (Malawi)	L				I			
nys	Nyungar	L				I			
nyt	Nyawaygi	E				I			
nyu	Nyungwe	L				I			
nyv	Nyulnyul	E				I			
nyw	Nyaw	L				I			
nyx	Nganyaywana	E				I			
nyy	Nyakyusa-Ngonde	L				I			
nza	Tigon Mbembe	L				I			
nzb	Njebi	L				I			
nzd	Nzadi	L				I			
nzi	Nzima	L	nzi	nzi		I			
nzk	Nzakara	L				I			
nzm	Zeme Naga	L				I			
nzs	New Zealand Sign Language	L				I			
nzu	Teke-Nzikou	L				I			
nzy	Nzakambay	L				I			
nzz	Nanga Dama Dogon	L				I			
oaa	Orok	L				I			
oac	Oroch	L				I			
oar	Old Aramaic (up to 700 BCE)	A				I			
oav	Old Avar	H				I			
obi	Obispeño	E				I			
obk	Southern Bontok	L				I			
obl	Oblo	L				I			
obm	Moabite	A				I			
obo	Obo Manobo	L				I			
obr	Old Burmese	H				I			
obt	Old Breton	H				I			
obu	Obulom	L				I			
oca	Ocaina	L				I			
och	Old Chinese	A				I			
oci	Occitan (post 1500)	L	oci	oci	oc	I			
ocm	Old Cham	H				I			
oco	Old Cornish	H				I			
ocu	Atzingo Matlatzinca	L				I			
oda	Odut	L				I			
odk	Od	L				I			
odt	Old Dutch	H				I			
odu	Odual	L				I			
ofo	Ofo	E				I			
ofs	Old Frisian	H				I			
ofu	Efutop	L				I			
ogb	Ogbia	L				I			
ogc	Ogbah	L				I			
oge	Old Georgian	H				I			
ogg	Ogbogolo	L				I			
ogo	Khana	L				I			
ogu	Ogbronuagum	L				I			
oht	Old Hittite	A				I			
ohu	Old Hungarian	H				I			
oia	Oirata	L				I			
oie	Okolie	L				I			
oin	Inebu One	L				I			
ojb	Northwestern Ojibwa	L				I			
ojc	Central Ojibwa	L				I			
ojg	Eastern Ojibwa	L				I			
oji	Ojibwa	L	oji	oji	oj	M			
ojp	Old Japanese	H				I			
ojs	Severn Ojibwa	L				I			
ojv	Ontong Java	L				I			
ojw	Western Ojibwa	L				I			
oka	Okanagan	L				I			
okb	Okobo	L				I			
okc	Kobo	L				I			
okd	Okodia	L				I			
oke	Okpe (Southwestern Edo)	L				I			
okg	Koko Babangk	E				I			
okh	Koresh-e Rostam	L				I			
oki	Okiek	L				I			
okj	Oko-Juwoi	E				I			
okk	Kwamtim One	L				I			
okl	Old Kentish Sign Language	E				I			
okm	Middle Korean (10th-16th cent.)	H				I			
okn	Oki-No-Erabu	L				I			
oko	Old Korean (3rd-9th cent.)	H				I			
okr	Kirike	L				I			
oks	Oko-Eni-Osayen	L				I			
oku	Oku	L				I			
okv	Orokaiva	L				I			
okx	Okpe (Northwestern Edo)	L				I			
okz	Old Khmer	H				I			
ola	Walungge	L				I			
old	Mochi	L				I			
ole	Olekha	L				I			
olk	Olkol	E				I			
olm	Oloma	L				I			
olo	Livvi	L				I			
olr	Olrat	L				I			
olt	Old Lithuanian	H				I			
olu	Kuvale	L				I			
oma	Omaha-Ponca	L				I			
omb	East Ambae	L				I			
omc	Mochica	E				I			
omg	Omagua	L				I			
omi	Omi	L				I			
omk	Omok	E				I			
oml	Ombo	L				I			
omn	Minoan	A				I			
omo	Utarmbung	L				I			
omp	Old Manipuri	H				I			
omr	Old Marathi	H				I			
omt	Omotik	L				I			
omu	Omurano	E				I			
omw	South Tairora	L				I			
omx	Old Mon	H				I			
omy	Old Malay	H				I			
ona	Ona	L				I			
onb	Lingao	L				I			
one	Oneida	L				I			
ong	Olo	L				I			
oni	Onin	L				I			
onj	Onjob	L				I			
onk	Kabore One	L				I			
onn	Onobasulu	L				I			
ono	Onondaga	L				I			
onp	Sartang	L				I			
onr	Northern One	L				I			
ons	Ono	L				I			
ont	Ontenu	L				I			
onu	Unua	L				I			
onw	Old Nubian	H				I			
onx	Onin Based Pidgin	L				I			
ood	Tohono O'odham	L				I			
oog	Ong	L				I			
oon	Önge	L				I			
oor	Oorlams	L				I			
oos	Old Ossetic	A				I			
opa	Okpamheri	L				I			
opk	Kopkaka	L				I			
opm	Oksapmin	L				I			
opo	Opao	L				I			
opt	Opata	E				I			
opy	Ofayé	L				I			
ora	Oroha	L				I			
orc	Orma	L				I			
ore	Orejón	L				I			
org	Oring	L				I			
orh	Oroqen	L				I			
ori	Oriya (macrolanguage)	L	ori	ori	or	M			
orm	Oromo	L	orm	orm	om	M			
orn	Orang Kanaq	L				I			
oro	Orokolo	L				I			
orr	Oruma	L				I			
ors	Orang Seletar	L				I			
ort	Adivasi Oriya	L				I			
oru	Ormuri	L				I			
orv	Old Russian	H				I			
orw	Oro Win	L				I			
orx	Oro	L				I			
ory	Odia	L				I			
orz	Ormu	L				I			
osa	Osage	L	osa	osa		I			
osc	Oscan	A				I			
osi	Osing	L				I			
osn	Old Sundanese	H				I			
oso	Ososo	L				I			
osp	Old Spanish	H				I			
oss	Ossetian	L	oss	oss	os	I			
ost	Osatu	L				I			
osu	Southern One	L				I			
osx	Old Saxon	H				I			
ota	Ottoman Turkish (1500-1928)	H	ota	ota		I			
otb	Old Tibetan	H				I			
otd	Ot Danum	L				I			
ote	Mezquital Otomi	L				I			
oti	Oti	E				I			
otk	Old Turkish	H				I			
otl	Tilapa Otomi	L				I			
otm	Eastern Highland Otomi	L				I			
otn	Tenango Otomi	L				I			
otq	Querétaro Otomi	L				I			
otr	Otoro	L				I			
ots	Estado de México Otomi	L				I			
ott	Temoaya Otomi	L				I			
otu	Otuke	E				I			
otw	Ottawa	L				I			
otx	Texcatepec Otomi	L				I			
oty	Old Tamil	A				I			
otz	Ixtenco Otomi	L				I			
oua	Tagargrent	L				I			
oub	Glio-Oubi	L				I			
oue	Oune	L				I			
oui	Old Uighur	H				I			
oum	Ouma	E				I			
ovd	Elfdalian	L				I			
owi	Owiniga	L				I			
owl	Old Welsh	H				I			
oyb	Oy	L				I			
oyd	Oyda	L				I			
oym	Wayampi	L				I			
oyy	Oya'oya	L				I			
ozm	Koonzime	L				I			
pab	Parecís	L				I			
pac	Pacoh	L				I			
pad	Paumarí	L				I			
pae	Pagibete	L				I			
paf	Paranawát	E				I			
pag	Pangasinan	L	pag	pag		I			
pah	Tenharim	L				I			
pai	Pe	L				I			
pak	Parakanã	L				I			
pal	Pahlavi	A	pal	pal		I			
pam	Pampanga	L	pam	pam		I			
pan	Panjabi	L	pan	pan	pa	I			
pao	Northern Paiute	L				I			
pap	Papiamento	L	pap	pap		I			
paq	Parya	L				I			
par	Panamint	L				I			
pas	Papasena	L				I			
pau	Palauan	L	pau	pau		I			
pav	Pakaásnovos	L				I			
paw	Pawnee	L				I			
pax	Pankararé	E				I			
pay	Pech	L				I			
paz	Pankararú	E				I			
pbb	Páez	L				I			
pbc	Patamona	L				I			
pbe	Mezontla Popoloca	L				I			
pbf	Coyotepec Popoloca	L				I			
pbg	Paraujano	E				I			
pbh	E'ñapa Woromaipu	L				I			
pbi	Parkwa	L				I			
pbl	Mak (Nigeria)	L				I			
pbm	Puebla Mazatec	L				I			
pbn	Kpasam	L				I			
pbo	Papel	L				I			
pbp	Badyara	L				I			
pbr	Pangwa	L				I			
pbs	Central Pame	L				I			
pbt	Southern Pashto	L				I			
pbu	Northern Pashto	L				I			
pbv	Pnar	L				I			
pby	Pyu (Papua New Guinea)	L				I			
pca	Santa Inés Ahuatempan Popoloca	L				I			
pcb	Pear	L				I			
pcc	Bouyei	L				I			
pcd	Picard	L				I			
pce	Ruching Palaung	L				I			
pcf	Paliyan	L				I			
pcg	Paniya	L				I			
pch	Pardhan	L				I			
pci	Duruwa	L				I			
pcj	Parenga	L				I			
pck	Paite Chin	L				I			
pcl	Pardhi	L				I			
pcm	Nigerian Pidgin	L				I			
pcn	Piti	L				I			
pcp	Pacahuara	L				I			
pcw	Pyapun	L				I			
pda	Anam	L				I			
pdc	Pennsylvania German	L				I			
pdi	Pa Di	L				I			
pdn	Podena	L				I			
pdo	Padoe	L				I			
pdt	Plautdietsch	L				I			
pdu	Kayan	L				I			
pea	Peranakan Indonesian	L				I			
peb	Eastern Pomo	E				I			
ped	Mala (Papua New Guinea)	L				I			
pee	Taje	L				I			
pef	Northeastern Pomo	E				I			
peg	Pengo	L				I			
peh	Bonan	L				I			
pei	Chichimeca-Jonaz	L				I			
pej	Northern Pomo	E				I			
pek	Penchal	L				I			
pel	Pekal	L				I			
pem	Phende	L				I			
peo	Old Persian (ca. 600-400 B.C.)	H	peo	peo		I			
pep	Kunja	L				I			
peq	Southern Pomo	L				I			
pes	Iranian Persian	L				I			
pev	Pémono	L				I			
pex	Petats	L				I			
pey	Petjo	L				I			
pez	Eastern Penan	L				I			
pfa	Pááfang	L				I			
pfe	Pere	L				I			
pfl	Pfaelzisch	L				I			
pga	Sudanese Creole Arabic	L				I			
pgd	Gāndhārī	H				I			
pgg	Pangwali	L				I			
pgi	Pagi	L				I			
pgk	Rerep	L				I			
pgl	Primitive Irish	A				I			
pgn	Paelignian	A				I			
pgs	Pangseng	L				I			
pgu	Pagu	L				I			
pgz	Papua New Guinean Sign Language	L				I			
pha	Pa-Hng	L				I			
phd	Phudagi	L				I			
phg	Phuong	L				I			
phh	Phukha	L				I			
phj	Pahari	L				I			
phk	Phake	L				I			
phl	Phalura	L				I			
phm	Phimbi	L				I			
phn	Phoenician	A	phn	phn		I			
pho	Phunoi	L				I			
phq	Phana'	L				I			
phr	Pahari-Potwari	L				I			
pht	Phu Thai	L				I			
phu	Phuan	L				I			
phv	Pahlavani	L				I			
phw	Phangduwali	L				I			
pia	Pima Bajo	L				I			
pib	Yine	L				I			
pic	Pinji	L				I			
pid	Piaroa	L				I			
pie	Piro	E				I			
pif	Pingelapese	L				I			
pig	Pisabo	L				I			
pih	Pitcairn-Norfolk	L				I			
pij	Pijao	E				I			
pil	Yom	L				I			
pim	Powhatan	E				I			
pin	Piame	L				I			
pio	Piapoco	L				I			
pip	Pero	L				I			
pir	Piratapuyo	L				I			
pis	Pijin	L				I			
pit	Pitta Pitta	E				I			
piu	Pintupi-Luritja	L				I			
piv	Pileni	L				I			
piw	Pimbwe	L				I			
pix	Piu	L				I			
piy	Piya-Kwonci	L				I			
piz	Pije	L				I			
pjt	Pitjantjatjara	L				I			
pka	Ardhamāgadhī Prākrit	H				I			
pkb	Pokomo	L				I			
pkc	Paekche	A				I			
pkg	Pak-Tong	L				I			
pkh	Pankhu	L				I			
pkn	Pakanha	L				I			
pko	Pökoot	L				I			
pkp	Pukapuka	L				I			
pkr	Attapady Kurumba	L				I			
pks	Pakistan Sign Language	L				I			
pkt	Maleng	L				I			
pku	Paku	L				I			
pla	Miani	L				I			
plb	Polonombauk	L				I			
plc	Central Palawano	L				I			
pld	Polari	L				I			
ple	Palu'e	L				I			
plg	Pilagá	L				I			
plh	Paulohi	L				I			
pli	Pali	A	pli	pli	pi	I			
plj	Polci	L				I			
plk	Kohistani Shina	L				I			
pll	Shwe Palaung	L				I			
pln	Palenquero	L				I			
plo	Oluta Popoluca	L				I			
plq	Palaic	A				I			
plr	Palaka Senoufo	L				I			
pls	San Marcos Tlacoyalco Popoloca	L				I			
plt	Plateau Malagasy	L				I			
plu	Palikúr	L				I			
plv	Southwest Palawano	L				I			
plw	Brooke's Point Palawano	L				I			
ply	Bolyu	L				I			
plz	Paluan	L				I			
pma	Paama	L				I			
pmb	Pambia	L				I			
pmd	Pallanganmiddang	E				I			
pme	Pwaamei	L				I			
pmf	Pamona	L				I			
pmh	Māhārāṣṭri Prākrit	H				I			
pmi	Northern Pumi	L				I			
pmj	Southern Pumi	L				I			
pmk	Pamlico	E				I			
pml	Lingua Franca	E				I			
pmm	Pomo	L				I			
pmn	Pam	L				I			
pmo	Pom	L				I			
pmq	Northern Pame	L				I			
pmr	Paynamar	L				I			
pms	Piemontese	L				I			
pmt	Tuamotuan	L				I			
pmw	Plains Miwok	L				I			
pmx	Poumei Naga	L				I			
pmy	Papuan Malay	L				I			
pmz	Southern Pame	E				I			
pna	Punan Bah-Biau	L				I			
pnb	Western Panjabi	L				I			
pnc	Pannei	L				I			
pnd	Mpinda	L				I			
pne	Western Penan	L				I			
png	Pangu	L				I			
pnh	Penrhyn	L				I			
pni	Aoheng	L				I			
pnj	Pinjarup	E				I			
pnk	Paunaka	L				I			
pnl	Paleni	L				I			
pnm	Punan Batu 1	L				I			
pnn	Pinai-Hagahai	L				I			
pno	Panobo	E				I			
pnp	Pancana	L				I			
pnq	Pana (Burkina Faso)	L				I			
pnr	Panim	L				I			
pns	Ponosakan	L				I			
pnt	Pontic	L				I			
pnu	Jiongnai Bunu	L				I			
pnv	Pinigura	L				I			
pnw	Banyjima	L				I			
pnx	Phong-Kniang	L				I			
pny	Pinyin	L				I			
pnz	Pana (Central African Republic)	L				I			
poc	Poqomam	L				I			
poe	San Juan Atzingo Popoloca	L				I			
pof	Poke	L				I			
pog	Potiguára	E				I			
poh	Poqomchi'	L				I			
poi	Highland Popoluca	L				I			
pok	Pokangá	L				I			
pol	Polish	L	pol	pol	pl	I			
pom	Southeastern Pomo	L				I			
pon	Pohnpeian	L	pon	pon		I			
poo	Central Pomo	E				I			
pop	Pwapwâ	L				I			
poq	Texistepec Popoluca	L				I			
por	Portuguese	L	por	por	pt	I			
pos	Sayula Popoluca	L				I			
pot	Potawatomi	L				I			
pov	Upper Guinea Crioulo	L				I			
pow	San Felipe Otlaltepec Popoloca	L				I			
pox	Polabian	E				I			
poy	Pogolo	L				I			
ppe	Papi	L				I			
ppi	Paipai	L				I			
ppk	Uma	L				I			
ppl	Pipil	L				I			
ppm	Papuma	L				I			
ppn	Papapana	L				I			
ppo	Folopa	L				I			
ppp	Pelende	L				I			
ppq	Pei	L				I			
pps	San Luís Temalacayuca Popoloca	L				I			
ppt	Pare	L				I			
ppu	Papora	E				I			
pqa	Pa'a	L				I			
pqm	Malecite-Passamaquoddy	L				I			
prc	Parachi	L				I			
prd	Parsi-Dari	L				I			
pre	Principense	L				I			
prf	Paranan	L				I			
prg	Prussian	L				I			
prh	Porohanon	L				I			
pri	Paicî	L				I			
prk	Parauk	L				I			
prl	Peruvian Sign Language	L				I			
prm	Kibiri	L				I			
prn	Prasuni	L				I			
pro	Old Provençal (to 1500)	H	pro	pro		I			
prp	Parsi	L				I			
prq	Ashéninka Perené	L				I			
prr	Puri	E				I			
prs	Dari	L				I			
prt	Phai	L				I			
pru	Puragi	L				I			
prw	Parawen	L				I			
prx	Purik	L				I			
prz	Providencia Sign Language	L				I			
psa	Asue Awyu	L				I			
psc	Iranian Sign Language	L				I			
psd	Plains Indian Sign Language	L				I			
pse	Central Malay	L				I			
psg	Penang Sign Language	L				I			
psh	Southwest Pashai	L				I			
psi	Southeast Pashai	L				I			
psl	Puerto Rican Sign Language	L				I			
psm	Pauserna	E				I			
psn	Panasuan	L				I			
pso	Polish Sign Language	L				I			
psp	Philippine Sign Language	L				I			
psq	Pasi	L				I			
psr	Portuguese Sign Language	L				I			
pss	Kaulong	L				I			
pst	Central Pashto	L				I			
psu	Sauraseni Prākrit	H				I			
psw	Port Sandwich	L				I			
psy	Piscataway	E				I			
pta	Pai Tavytera	L				I			
pth	Pataxó Hã-Ha-Hãe	E				I			
pti	Pindiini	L				I			
ptn	Patani	L				I			
pto	Zo'é	L				I			
ptp	Patep	L				I			
ptq	Pattapu	L				I			
ptr	Piamatsina	L				I			
ptt	Enrekang	L				I			
ptu	Bambam	L				I			
ptv	Port Vato	L				I			
ptw	Pentlatch	E				I			
pty	Pathiya	L				I			
pua	Western Highland Purepecha	L				I			
pub	Purum	L				I			
puc	Punan Merap	L				I			
pud	Punan Aput	L				I			
pue	Puelche	E				I			
puf	Punan Merah	L				I			
pug	Phuie	L				I			
pui	Puinave	L				I			
puj	Punan Tubu	L				I			
pum	Puma	L				I			
puo	Puoc	L				I			
pup	Pulabu	L				I			
puq	Puquina	E				I			
pur	Puruborá	L				I			
pus	Pushto	L	pus	pus	ps	M			
put	Putoh	L				I			
puu	Punu	L				I			
puw	Puluwatese	L				I			
pux	Puare	L				I			
puy	Purisimeño	E				I			
pwa	Pawaia	L				I			
pwb	Panawa	L				I			
pwg	Gapapaiwa	L				I			
pwi	Patwin	E				I			
pwm	Molbog	L				I			
pwn	Paiwan	L				I			
pwo	Pwo Western Karen	L				I			
pwr	Powari	L				I			
pww	Pwo Northern Karen	L				I			
pxm	Quetzaltepec Mixe	L				I			
pye	Pye Krumen	L				I			
pym	Fyam	L				I			
pyn	Poyanáwa	L				I			
pys	Paraguayan Sign Language	L				I			
pyu	Puyuma	L				I			
pyx	Pyu (Myanmar)	A				I			
pyy	Pyen	L				I			
pzh	Pazeh	L				I			
pzn	Jejara Naga	L				I			
qua	Quapaw	L				I			
qub	Huallaga Huánuco Quechua	L				I			
quc	K'iche'	L				I			
qud	Calderón Highland Quichua	L				I			
que	Quechua	L	que	que	qu	M			
quf	Lambayeque Quechua	L				I			
qug	Chimborazo Highland Quichua	L				I			
quh	South Bolivian Quechua	L				I			
qui	Quileute	L				I			
quk	Chachapoyas Quechua	L				I			
qul	North Bolivian Quechua	L				I			
qum	Sipacapense	L				I			
qun	Quinault	E				I			
qup	Southern Pastaza Quechua	L				I			
quq	Quinqui	L				I			
qur	Yanahuanca Pasco Quechua	L				I			
qus	Santiago del Estero Quichua	L				I			
quv	Sacapulteco	L				I			
quw	Tena Lowland Quichua	L				I			
qux	Yauyos Quechua	L				I			
quy	Ayacucho Quechua	L				I			
quz	Cusco Quechua	L				I			
qva	Ambo-Pasco Quechua	L				I			
qvc	Cajamarca Quechua	L				I			
qve	Eastern Apurímac Quechua	L				I			
qvh	Huamalíes-Dos de Mayo Huánuco Quechua	L				I			
qvi	Imbabura Highland Quichua	L				I			
qvj	Loja Highland Quichua	L				I			
qvl	Cajatambo North Lima Quechua	L				I			
qvm	Margos-Yarowilca-Lauricocha Quechua	L				I			
qvn	North Junín Quechua	L				I			
qvo	Napo Lowland Quechua	L				I			
qvp	Pacaraos Quechua	L				I			
qvs	San Martín Quechua	L				I			
qvw	Huaylla Wanca Quechua	L				I			
qvy	Queyu	L				I			
qvz	Northern Pastaza Quichua	L				I			
qwa	Corongo Ancash Quechua	L				I			
qwc	Classical Quechua	H				I			
qwh	Huaylas Ancash Quechua	L				I			
qwm	Kuman (Russia)	E				I			
qws	Sihuas Ancash Quechua	L				I			
qwt	Kwalhioqua-Tlatskanai	E				I			
qxa	Chiquián Ancash Quechua	L				I			
qxc	Chincha Quechua	L				I			
qxh	Panao Huánuco Quechua	L				I			
qxl	Salasaca Highland Quichua	L				I			
qxn	Northern Conchucos Ancash Quechua	L				I			
qxo	Southern Conchucos Ancash Quechua	L				I			
qxp	Puno Quechua	L				I			
qxq	Qashqa'i	L				I			
qxr	Cañar Highland Quichua	L				I			
qxs	Southern Qiang	L				I			
qxt	Santa Ana de Tusi Pasco Quechua	L				I			
qxu	Arequipa-La Unión Quechua	L				I			
qxw	Jauja Wanca Quechua	L				I			
qya	Quenya	C				I			
qyp	Quiripi	E				I			
raa	Dungmali	L				I			
rab	Camling	L				I			
rac	Rasawa	L				I			
rad	Rade	L				I			
raf	Western Meohang	L				I			
rag	Logooli	L				I			
rah	Rabha	L				I			
rai	Ramoaaina	L				I			
raj	Rajasthani	L	raj	raj		M			
rak	Tulu-Bohuai	L				I			
ral	Ralte	L				I			
ram	Canela	L				I			
ran	Riantana	L				I			
rao	Rao	L				I			
rap	Rapanui	L	rap	rap		I			
raq	Saam	L				I			
rar	Rarotongan	L	rar	rar		I			
ras	Tegali	L				I			
rat	Razajerdi	L				I			
rau	Raute	L				I			
rav	Sampang	L				I			
raw	Rawang	L				I			
rax	Rang	L				I			
ray	Rapa	L				I			
raz	Rahambuu	L				I			
rbb	Rumai Palaung	L				I			
rbk	Northern Bontok	L				I			
rbl	Miraya Bikol	L				I			
rbp	Barababaraba	E				I			
rcf	Réunion Creole French	L				I			
rdb	Rudbari	L				I			
rea	Rerau	L				I			
reb	Rembong	L				I			
ree	Rejang Kayan	L				I			
reg	Kara (Tanzania)	L				I			
rei	Reli	L				I			
rej	Rejang	L				I			
rel	Rendille	L				I			
rem	Remo	E				I			
ren	Rengao	L				I			
rer	Rer Bare	E				I			
res	Reshe	L				I			
ret	Retta	L				I			
rey	Reyesano	L				I			
rga	Roria	L				I			
rge	Romano-Greek	L				I			
rgk	Rangkas	E				I			
rgn	Romagnol	L				I			
rgr	Resígaro	L				I			
rgs	Southern Roglai	L				I			
rgu	Ringgou	L				I			
rhg	Rohingya	L				I			
rhp	Yahang	L				I			
ria	Riang (India)	L				I			
rib	Bribri Sign Language	L				I			
rif	Tarifit	L				I			
ril	Riang Lang	L				I			
rim	Nyaturu	L				I			
rin	Nungu	L				I			
rir	Ribun	L				I			
rit	Ritharrngu	L				I			
riu	Riung	L				I			
rjg	Rajong	L				I			
rji	Raji	L				I			
rjs	Rajbanshi	L				I			
rka	Kraol	L				I			
rkb	Rikbaktsa	L				I			
rkh	Rakahanga-Manihiki	L				I			
rki	Rakhine	L				I			
rkm	Marka	L				I			
rkt	Rangpuri	L				I			
rkw	Arakwal	E				I			
rma	Rama	L				I			
rmb	Rembarrnga	L				I			
rmc	Carpathian Romani	L				I			
rmd	Traveller Danish	E				I			
rme	Angloromani	L				I			
rmf	Kalo Finnish Romani	L				I			
rmg	Traveller Norwegian	L				I			
rmh	Murkim	L				I			
rmi	Lomavren	L				I			
rmk	Romkun	L				I			
rml	Baltic Romani	L				I			
rmm	Roma	L				I			
rmn	Balkan Romani	L				I			
rmo	Sinte Romani	L				I			
rmp	Rempi	L				I			
rmq	Caló	L				I			
rms	Romanian Sign Language	L				I			
rmt	Domari	L				I			
rmu	Tavringer Romani	L				I			
rmv	Romanova	C				I			
rmw	Welsh Romani	L				I			
rmx	Romam	L				I			
rmy	Vlax Romani	L				I			
rmz	Marma	L				I			
rnb	Brunca Sign Language	L				I			
rnd	Ruund	L				I			
rng	Ronga	L				I			
rnl	Ranglong	L				I			
rnn	Roon	L				I			
rnp	Rongpo	L				I			
rnr	Nari Nari	E				I			
rnw	Rungwa	L				I			
rob	Tae'	L				I			
roc	Cacgia Roglai	L				I			
rod	Rogo	L				I			
roe	Ronji	L				I			
rof	Rombo	L				I			
rog	Northern Roglai	L				I			
roh	Romansh	L	roh	roh	rm	I			
rol	Romblomanon	L				I			
rom	Romany	L	rom	rom		M			
ron	Romanian	L	rum	ron	ro	I			
roo	Rotokas	L				I			
rop	Kriol	L				I			
ror	Rongga	L				I			
rou	Runga	L				I			
row	Dela-Oenale	L				I			
rpn	Repanbitip	L				I			
rpt	Rapting	L				I			
rri	Ririo	L				I			
rro	Waima	L				I			
rrt	Arritinngithigh	E				I			
rsb	Romano-Serbian	L				I			
rsk	Ruthenian	L				I			
rsl	Russian Sign Language	L				I			
rsm	Miriwoong Sign Language	L				I			
rsn	Rwandan Sign Language	L				I			
rtc	Rungtu Chin	L				I			
rth	Ratahan	L				I			
rtm	Rotuman	L				I			
rts	Yurats	E				I			
rtw	Rathawi	L				I			
rub	Gungu	L				I			
ruc	Ruuli	L				I			
